,cit_dis_sch,school,district,city,enroll_act,testtakers_act,reading_act,english_act,math_act,science_act,num_above21_act,pct_above21_act,enroll_sat,testtakers_sat,num_erw_benchmark_sat,pct_erw_benchmark_sat,num_math_benchmark_sat,pct_math_benchmark_sat,num_tot_benchmark_sat,pct_tot_benchmark_sat,act_participation,sat_participation
1940,37683383730371.0,San Diego SCPA,San Diego Unified,San Diego,165.0,13.0,22.08,21.2,21.42,21.36,7.15,0.55,165.0,96.0,79.0,0.8229,48.0,0.5,46.0,0.4792,0.07878787878787878,0.5818181818181818
1941,37682130123224.0,San Diego Virtual,Mountain Empire Unified,San Diego,153.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,153.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.032679738562091505,0.032679738562091505
1942,37679830134890.0,San Diego Workforce Innovation High,Borrego Springs Unified,San Diego,273.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,273.0,16.0,10.0,0.625,2.0,0.125,2.0,0.125,0.003663003663003663,0.05860805860805861
1943,37683463737418.0,San Dieguito HS Academy,San Dieguito Union High,San Diego,478.0,217.0,27.0,27.0,26.0,25.0,181.0,0.8341,478.0,190.0,175.0,0.9211,143.0,0.7526,140.0,0.7368,0.45397489539748953,0.39748953974895396
1944,19643291937739.0,San Dimas High,Bonita Unified,Los Angeles,324.0,42.0,24.0,23.0,24.0,23.0,27.0,0.6429,324.0,134.0,108.0,0.806,68.0,0.5075,64.0,0.4776,0.12962962962962962,0.41358024691358025
1945,19647331937622.0,San Fernando Senior High,Los Angeles Unified,Los Angeles,458.0,75.0,18.0,17.0,18.0,18.0,16.0,0.2133,458.0,192.0,98.0,0.5104,56.0,0.2917,48.0,0.25,0.16375545851528384,0.4192139737991266
1946,19757131937697.0,San Gabriel High,Alhambra Unified,Los Angeles,527.0,54.0,21.0,20.0,21.0,21.0,24.0,0.4444,527.0,273.0,204.0,0.7473,181.0,0.663,165.0,0.6044,0.10246679316888045,0.5180265654648957
1947,36678763636081.0,San Gorgonio High,San Bernardino City Unified,San Bernardino,450.0,24.0,19.0,19.0,19.0,20.0,8.0,0.3333,450.0,170.0,106.0,0.6235,59.0,0.3471,56.0,0.3294,0.05333333333333334,0.37777777777777777
1948,33672493337656.0,San Jacinto High,San Jacinto Unified,Riverside,574.0,30.0,19.0,19.0,18.0,18.0,7.0,0.2333,574.0,185.0,107.0,0.5784,50.0,0.2703,44.0,0.2378,0.05226480836236934,0.32229965156794427
1949,33672496114748.0,San Jacinto Valley Academy,San Jacinto Unified,Riverside,66.0,4.0,22.08,21.2,21.42,21.36,2.2,0.55,66.0,65.0,36.0,0.5538,17.0,0.2615,16.0,0.2462,0.06060606060606061,0.9848484848484849
1951,43696664337200.0,San Jose High,San Jose Unified,Santa Clara,234.0,5.0,22.08,21.2,21.42,21.36,2.75,0.55,234.0,35.0,17.0,0.4857,11.0,0.3143,11.0,0.3143,0.021367521367521368,0.14957264957264957
1952,34674473430758.0,San Juan Choices Charter,San Juan Unified,Sacramento,74.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,74.0,5.0,3.0,0.6836,2.0,0.4786,2.0,0.4529,0.04054054054054054,0.06756756756756757
1953,34674473438504.0,San Juan High,San Juan Unified,Sacramento,170.0,32.0,19.0,17.0,18.0,18.0,10.0,0.3125,170.0,40.0,20.0,0.5,9.0,0.225,7.0,0.175,0.18823529411764706,0.23529411764705882
1954,30664640113381.0,San Juan Hills High,Capistrano Unified,Orange,580.0,199.0,26.0,26.0,25.0,25.0,158.01,0.794,580.0,204.0,184.0,0.902,142.0,0.6961,139.0,0.6814,0.3431034482758621,0.35172413793103446
1955,1612910137588.0,San Leandro High,San Leandro Unified,Alameda,662.0,78.0,22.0,21.0,21.0,22.0,44.0,0.5641,662.0,193.0,138.0,0.715,83.0,0.4301,77.0,0.399,0.11782477341389729,0.29154078549848944
1956,1613090137810.0,San Lorenzo High,San Lorenzo Unified,Alameda,346.0,48.0,20.0,19.0,20.0,19.0,15.0,0.3125,346.0,91.0,56.0,0.6154,36.0,0.3956,29.0,0.3187,0.13872832369942195,0.2630057803468208
1957,44698074436754.0,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,139.0,20.0,26.0,26.0,23.0,25.0,15.0,0.75,139.0,40.0,33.0,0.825,23.0,0.575,23.0,0.575,0.14388489208633093,0.28776978417266186
1959,40688094036703.0,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,370.0,139.0,26.0,25.0,25.0,24.0,112.99,0.8129,370.0,136.0,125.0,0.9191,110.0,0.8088,107.0,0.7868,0.37567567567567567,0.3675675675675676
1960,37737913737632.0,San Marcos High,San Marcos Unified,San Diego,748.0,244.0,25.0,24.0,23.0,24.0,172.0,0.7049,748.0,307.0,268.0,0.873,201.0,0.6547,193.0,0.6287,0.32620320855614976,0.410427807486631
1961,42767864235230.0,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535.0,106.0,25.0,25.0,24.0,25.0,81.01,0.7642,535.0,183.0,158.0,0.8634,119.0,0.6503,116.0,0.6339,0.19813084112149532,0.34205607476635513
1962,21654172133056.0,San Marin High,Novato Unified,Marin,266.0,107.0,26.0,25.0,25.0,24.0,81.0,0.757,266.0,110.0,102.0,0.9273,78.0,0.7091,78.0,0.7091,0.40225563909774437,0.41353383458646614
1963,19649641937754.0,San Marino High,San Marino Unified,Los Angeles,269.0,95.0,28.0,29.0,29.0,27.0,86.0,0.9053,269.0,120.0,114.0,0.95,112.0,0.9333,110.0,0.9167,0.35315985130111527,0.44609665427509293
1964,41690474136370.0,San Mateo High,San Mateo Union High,San Mateo,414.0,73.0,28.0,28.0,27.0,27.0,62.0,0.8493,414.0,143.0,124.0,0.8671,101.0,0.7063,100.0,0.6993,0.17632850241545894,0.34541062801932365
1965,37103710115998.0,San Pasqual Academy,San Diego County Office of Education,San Diego,32.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,32.0,10.0,7.0,0.6836,5.0,0.4786,5.0,0.4529,0.09375,0.3125
1966,37681063730058.0,San Pasqual High,Escondido Union High,San Diego,518.0,98.0,22.0,20.0,21.0,21.0,48.0,0.4898,518.0,192.0,150.0,0.7813,99.0,0.5156,95.0,0.4948,0.1891891891891892,0.37065637065637064
1967,13632141337609.0,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,42.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,42.0,19.0,6.0,0.3158,3.0,0.1579,2.0,0.1053,0.14285714285714285,0.4523809523809524
1968,19647331937838.0,San Pedro Senior High,Los Angeles Unified,Los Angeles,480.0,49.0,21.0,20.0,20.0,20.0,23.0,0.4694,480.0,125.0,85.0,0.68,50.0,0.4,49.0,0.392,0.10208333333333333,0.2604166666666667
1969,21654662133262.0,San Rafael High,San Rafael City High,Marin,296.0,84.0,24.0,23.0,23.0,22.0,52.0,0.619,296.0,119.0,93.0,0.7815,76.0,0.6387,71.0,0.5966,0.28378378378378377,0.40202702702702703
1970,7618040736504.0,San Ramon Valley High,San Ramon Valley Unified,Contra Costa,502.0,282.0,27.0,27.0,26.0,26.0,243.99,0.8652,502.0,155.0,146.0,0.9419,122.0,0.7871,122.0,0.7871,0.5617529880478087,0.30876494023904383
1971,37684113731502.0,San Ysidro High,Sweetwater Union High,San Diego,702.0,139.0,18.0,17.0,19.0,18.0,39.0,0.2806,702.0,195.0,128.0,0.6564,88.0,0.4513,76.0,0.3897,0.198005698005698,0.2777777777777778
1972,10624141036094.0,Sanger High,Sanger Unified,Fresno,734.0,61.0,21.0,19.0,20.0,20.0,26.0,0.4262,734.0,320.0,199.0,0.6219,120.0,0.375,110.0,0.3438,0.08310626702997276,0.4359673024523161
1973,30666703036357.0,Santa Ana High,Santa Ana Unified,Orange,648.0,85.0,17.0,16.0,18.0,18.0,19.0,0.2235,648.0,551.0,136.0,0.2468,74.0,0.1343,58.0,0.1053,0.13117283950617284,0.8503086419753086
1974,42767864235727.0,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,519.0,126.0,25.0,24.0,23.0,23.0,87.0,0.6905,519.0,157.0,140.0,0.8917,108.0,0.6879,105.0,0.6688,0.24277456647398843,0.302504816955684
1975,43696744330122.0,Santa Clara High,Santa Clara Unified,Santa Clara,430.0,53.0,26.0,26.0,26.0,25.0,41.0,0.7736,430.0,171.0,139.0,0.8129,105.0,0.614,101.0,0.5906,0.12325581395348838,0.39767441860465114
1976,19651360117234.0,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,75.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,75.0,15.0,9.0,0.6,3.0,0.2,3.0,0.2,0.14666666666666667,0.2
1978,44698234437109.0,Santa Cruz High,Santa Cruz City High,Santa Cruz,268.0,50.0,26.0,25.0,26.0,25.0,44.0,0.88,268.0,112.0,97.0,0.8661,88.0,0.7857,84.0,0.75,0.1865671641791045,0.417910447761194
1979,19651281937903.0,Santa Fe High,Whittier Union High,Los Angeles,521.0,114.0,21.0,20.0,20.0,20.0,52.0,0.4561,521.0,264.0,189.0,0.7159,106.0,0.4015,99.0,0.375,0.21880998080614203,0.5067178502879078
1980,42693104236030.0,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,588.0,93.0,18.0,17.0,19.0,19.0,25.0,0.2688,588.0,142.0,93.0,0.6549,74.0,0.5211,68.0,0.4789,0.15816326530612246,0.24149659863945577
1981,19649801938000.0,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,715.0,244.0,27.0,26.0,25.0,25.0,193.0,0.791,715.0,287.0,248.0,0.8641,197.0,0.6864,195.0,0.6794,0.3412587412587413,0.4013986013986014
1982,56768285635776.0,Santa Paula High,Santa Paula Unified,Ventura,372.0,126.0,20.0,18.0,19.0,20.0,44.0,0.3492,372.0,95.0,68.0,0.7158,45.0,0.4737,41.0,0.4316,0.3387096774193548,0.2553763440860215
1983,33671160109843.0,Santa Rosa Academy,Menifee Union Elementary,Riverside,113.0,18.0,24.0,24.0,23.0,23.0,13.0,0.7222,113.0,52.0,47.0,0.9038,28.0,0.5385,28.0,0.5385,0.1592920353982301,0.46017699115044247
1984,49709204936803.0,Santa Rosa High,Santa Rosa High,Sonoma,458.0,87.0,27.0,25.0,25.0,24.0,71.0,0.8161,458.0,90.0,80.0,0.8889,61.0,0.6778,61.0,0.6778,0.18995633187772926,0.1965065502183406
1985,56726035630322.0,Santa Susana High,Simi Valley Unified,Ventura,252.0,26.0,28.0,27.0,25.0,26.0,26.0,1.0,252.0,67.0,65.0,0.9701,54.0,0.806,54.0,0.806,0.10317460317460317,0.26587301587301587
1986,43694274330023.0,Santa Teresa High,East Side Union High,Santa Clara,529.0,67.0,26.0,26.0,25.0,25.0,54.0,0.806,529.0,194.0,162.0,0.8351,122.0,0.6289,120.0,0.6186,0.1266540642722117,0.3667296786389414
1987,42693284236345.0,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,220.0,50.0,26.0,24.0,22.0,22.0,38.0,0.76,220.0,69.0,63.0,0.913,49.0,0.7101,48.0,0.6957,0.22727272727272727,0.31363636363636366
1988,37681303737905.0,Santana High,Grossmont Union High,San Diego,420.0,47.0,21.0,21.0,23.0,21.0,26.0,0.5532,420.0,112.0,87.0,0.7768,76.0,0.6786,67.0,0.5982,0.11190476190476191,0.26666666666666666
1989,19647330109447.0,Santee Education Complex,Los Angeles Unified,Los Angeles,384.0,24.0,18.0,16.0,17.0,17.0,3.0,0.125,384.0,334.0,94.0,0.2814,31.0,0.0928,28.0,0.0838,0.0625,0.8697916666666666
1990,30665223036555.0,Santiago High,Garden Grove Unified,Orange,533.0,29.0,18.0,18.0,20.0,20.0,10.0,0.3448,533.0,246.0,140.0,0.5691,80.0,0.3252,68.0,0.2764,0.054409005628517824,0.46153846153846156
1991,33670333330701.0,Santiago High,Corona-Norco Unified,Riverside,813.0,179.0,23.0,22.0,22.0,22.0,111.0,0.6201,813.0,392.0,313.0,0.7985,251.0,0.6403,239.0,0.6097,0.2201722017220172,0.4821648216482165
1992,43695344337762.0,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,321.0,121.0,31.0,32.0,31.0,30.0,116.99,0.9669,321.0,88.0,86.0,0.9773,84.0,0.9545,83.0,0.9432,0.37694704049844235,0.27414330218068533
1993,19651361931740.0,Saugus High,William S. Hart Union High,Los Angeles,546.0,121.0,25.0,23.0,24.0,23.0,91.0,0.7521,546.0,202.0,181.0,0.896,144.0,0.7129,139.0,0.6881,0.2216117216117216,0.36996336996337
1994,34765050114272.0,SAVA - Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,7.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,7.0,1.0,1.0,0.6836,0.0,0.4786,0.0,0.4529,0.14285714285714285,0.14285714285714285
1997,30664313036712.0,Savanna High,Anaheim Union High,Orange,482.0,42.0,20.0,20.0,19.0,19.0,16.0,0.381,482.0,114.0,76.0,0.6667,53.0,0.4649,50.0,0.4386,0.08713692946058091,0.23651452282157676
1998,19753090129411.0,SCALE Leadership Academy,Acton-Agua Dulce Unified,Los Angeles,12.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,12.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.08333333333333333,0.5
2000,37683380122788.0,School for Entrepreneurship and Technology,San Diego Unified,San Diego,56.0,3.0,22.08,21.2,21.42,21.36,1.65,0.55,56.0,18.0,14.0,0.7778,8.0,0.4444,8.0,0.4444,0.05357142857142857,0.32142857142857145
2001,19647330117762.0,School for the Visual Arts and Humanities,Los Angeles Unified,Los Angeles,87.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,87.0,64.0,25.0,0.3906,5.0,0.0781,3.0,0.0469,0.06896551724137931,0.735632183908046
2002,19756971996693.0,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,75.0,69.0,35.0,0.5072,8.0,0.1159,8.0,0.1159,0.10666666666666667,0.92
2003,19647330112029.0,School of Business and Tourism at Contreras Learning Complex,Los Angeles Unified,Los Angeles,104.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,104.0,86.0,37.0,0.4302,17.0,0.1977,16.0,0.186,0.09615384615384616,0.8269230769230769
2004,34674390114546.0,School of Engineering & Sciences,Sacramento City Unified,Sacramento,58.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,58.0,24.0,18.0,0.75,15.0,0.625,15.0,0.625,0.034482758620689655,0.41379310344827586
2007,19648081930155.0,Schurr High,Montebello Unified,Los Angeles,619.0,40.0,20.0,21.0,21.0,21.0,20.0,0.5,619.0,214.0,144.0,0.6729,91.0,0.4252,84.0,0.3925,0.06462035541195477,0.345718901453958
2008,19647330126540.0,Science Technology Engineering Arts and Mathematics at Legacy High School Complex,Los Angeles Unified,Los Angeles,138.0,46.0,19.0,18.0,19.0,18.0,13.0,0.2826,138.0,78.0,40.0,0.5128,26.0,0.3333,23.0,0.2949,0.3333333333333333,0.5652173913043478
2009,44754324430211.0,Scotts Valley High,Scotts Valley Unified,Santa Cruz,192.0,60.0,27.0,26.0,25.0,25.0,52.0,0.8667,192.0,90.0,84.0,0.9333,73.0,0.8111,73.0,0.8111,0.3125,0.46875
2010,37683383730884.0,Scripps Ranch High,San Diego Unified,San Diego,542.0,203.0,28.0,28.0,27.0,27.0,183.0,0.9015,542.0,255.0,239.0,0.9373,216.0,0.8471,211.0,0.8275,0.37453874538745385,0.470479704797048
2011,27660922735348.0,Seaside High,Monterey Peninsula Unified,Monterey,276.0,34.0,21.0,19.0,20.0,20.0,15.0,0.4412,276.0,177.0,76.0,0.4294,49.0,0.2768,42.0,0.2373,0.12318840579710146,0.6413043478260869
2013,10624301036672.0,Selma High,Selma Unified,Fresno,425.0,12.0,22.08,21.2,21.42,21.36,6.6,0.55,425.0,142.0,84.0,0.5915,55.0,0.3873,49.0,0.3451,0.02823529411764706,0.3341176470588235
2015,41690624136693.0,Sequoia High,Sequoia Union High,San Mateo,486.0,122.0,24.0,23.0,23.0,23.0,76.99,0.6311,486.0,176.0,135.0,0.767,117.0,0.6648,108.0,0.6136,0.25102880658436216,0.36213991769547327
2016,37683383730173.0,Serra High,San Diego Unified,San Diego,369.0,35.0,23.0,23.0,23.0,23.0,21.0,0.6,369.0,151.0,120.0,0.7947,90.0,0.596,86.0,0.5695,0.0948509485094851,0.4092140921409214
2017,36739573630233.0,Serrano High,Snowline Joint Unified,San Bernardino,444.0,56.0,22.0,21.0,23.0,22.0,34.0,0.6071,444.0,136.0,111.0,0.8162,67.0,0.4926,65.0,0.4779,0.12612612612612611,0.3063063063063063
2018,33670580118885.0,Shadow Hills High,Desert Sands Unified,Riverside,528.0,34.0,18.0,17.0,17.0,18.0,7.0,0.2059,528.0,185.0,127.0,0.6865,45.0,0.2432,42.0,0.227,0.06439393939393939,0.3503787878787879
2019,36750443630811.0,Shadow Ridge,Hesperia Unified,San Bernardino,22.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,22.0,3.0,2.0,0.6836,1.0,0.4786,1.0,0.4529,0.045454545454545456,0.13636363636363635
2020,15635291535087.0,Shafter High,Kern High,Kern,372.0,44.0,21.0,19.0,20.0,20.0,16.0,0.3636,372.0,85.0,44.0,0.5176,28.0,0.3294,26.0,0.3059,0.11827956989247312,0.22849462365591397
2022,45701364530267.0,Shasta Charter Academy,Shasta Union High,Shasta,73.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,73.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.0821917808219178,0.0821917808219178
2024,45701364537304.0,Shasta High,Shasta Union High,Shasta,328.0,46.0,27.0,26.0,25.0,25.0,42.0,0.913,328.0,69.0,64.0,0.9275,56.0,0.8116,56.0,0.8116,0.1402439024390244,0.21036585365853658
2025,34673143430618.0,Sheldon High,Elk Grove Unified,Sacramento,614.0,82.0,23.0,21.0,22.0,22.0,47.0,0.5732,614.0,217.0,170.0,0.7834,115.0,0.53,111.0,0.5115,0.13355048859934854,0.3534201954397394
2026,19647331933233.0,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,232.0,47.0,25.0,25.0,23.0,24.0,31.0,0.6596,232.0,130.0,114.0,0.8769,75.0,0.5769,74.0,0.5692,0.2025862068965517,0.5603448275862069
2027,20652430118950.0,Sherman Thomas Charter High,Madera Unified,Madera,13.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,13.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.15384615384615385,0.15384615384615385
2030,29663570124834.0,Sierra Academy of Expeditionary Learning,Nevada Joint Union High,Nevada,44.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,44.0,11.0,8.0,0.6836,5.0,0.4786,5.0,0.4529,0.022727272727272728,0.25
2032,39685933930310.0,Sierra High,Manteca Unified,San Joaquin,333.0,35.0,24.0,23.0,22.0,22.0,26.0,0.7429,333.0,109.0,97.0,0.8899,57.0,0.5229,55.0,0.5046,0.10510510510510511,0.32732732732732733
2033,10752751036938.0,Sierra High,Sierra Unified,Fresno,91.0,14.0,22.08,21.2,21.42,21.36,7.7,0.55,91.0,28.0,26.0,0.9286,15.0,0.5357,15.0,0.5357,0.15384615384615385,0.3076923076923077
2034,16639250118919.0,Sierra Pacific High,Hanford Joint Union High,Kings,175.0,10.0,22.08,21.2,21.42,21.36,5.5,0.55,175.0,48.0,39.0,0.8125,23.0,0.4792,22.0,0.4583,0.05714285714285714,0.2742857142857143
2036,19642871938166.0,Sierra Vista High,Baldwin Park Unified,Los Angeles,429.0,108.0,19.0,18.0,19.0,19.0,34.0,0.3148,429.0,148.0,93.0,0.6284,62.0,0.4189,51.0,0.3446,0.2517482517482518,0.34498834498834496
2038,43694274337903.0,Silver Creek High,East Side Union High,Santa Clara,592.0,50.0,25.0,25.0,26.0,25.0,41.0,0.82,592.0,268.0,221.0,0.8246,192.0,0.7164,181.0,0.6754,0.08445945945945946,0.4527027027027027
2040,36738903630274.0,Silver Valley High,Silver Valley Unified,San Bernardino,84.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,84.0,24.0,19.0,0.7917,16.0,0.6667,16.0,0.6667,0.023809523809523808,0.2857142857142857
2041,36679343630787.0,Silverado High,Victor Valley Union High,San Bernardino,546.0,71.0,19.0,18.0,17.0,19.0,18.0,0.2535,546.0,114.0,63.0,0.5526,22.0,0.193,22.0,0.193,0.13003663003663005,0.2087912087912088
2042,56726035636188.0,Simi Valley High,Simi Valley Unified,Ventura,537.0,75.0,23.0,24.0,23.0,23.0,50.0,0.6667,537.0,118.0,97.0,0.822,76.0,0.6441,69.0,0.5847,0.13966480446927373,0.21973929236499068
2043,21654822131340.0,Sir Francis Drake High,Tamalpais Union High,Marin,308.0,84.0,28.0,28.0,25.0,25.0,73.0,0.869,308.0,102.0,100.0,0.9804,80.0,0.7843,80.0,0.7843,0.2727272727272727,0.33116883116883117
2045,36750510115089.0,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,70.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,70.0,6.0,4.0,0.6836,3.0,0.4786,3.0,0.4529,0.014285714285714285,0.08571428571428572
2046,1612590137943.0,Skyline High,Oakland Unified,Alameda,398.0,66.0,22.0,21.0,20.0,20.0,33.0,0.5,398.0,138.0,86.0,0.6232,46.0,0.3333,43.0,0.3116,0.1658291457286432,0.34673366834170855
2047,44698074430179.0,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,16.0,1.0,22.08,21.2,21.42,21.36,0.55,0.55,16.0,2.0,1.0,0.6836,1.0,0.4786,1.0,0.4529,0.0625,0.125
2048,19642460111872.0,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,86.0,34.0,23.0,22.0,22.0,21.0,21.0,0.6176,86.0,66.0,58.0,0.8788,44.0,0.6667,42.0,0.6364,0.3953488372093023,0.7674418604651163
2049,19647330122366.0,Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90.0,8.0,22.08,21.2,21.42,21.36,4.4,0.55,90.0,55.0,23.0,0.4182,4.0,0.0727,3.0,0.0545,0.08888888888888889,0.6111111111111112
2050,27754402730190.0,Soledad High,Soledad Unified,Monterey,374.0,69.0,18.0,16.0,17.0,18.0,14.0,0.2029,374.0,141.0,60.0,0.4255,26.0,0.1844,24.0,0.1702,0.18449197860962566,0.3770053475935829
2052,49709534937256.0,Sonoma Valley High,Sonoma Valley Unified,Sonoma,279.0,47.0,25.0,24.0,23.0,23.0,31.0,0.6596,279.0,91.0,71.0,0.7802,53.0,0.5824,50.0,0.5495,0.16845878136200718,0.32616487455197135
2053,55723895536503.0,Sonora High,Sonora Union High,Tuolumne,218.0,11.0,22.08,21.2,21.42,21.36,6.05,0.55,218.0,40.0,37.0,0.925,31.0,0.775,31.0,0.775,0.05045871559633028,0.1834862385321101
2054,30665143037090.0,Sonora High,Fullerton Joint Union High,Orange,410.0,68.0,24.0,23.0,23.0,23.0,51.0,0.75,410.0,163.0,140.0,0.8589,106.0,0.6503,103.0,0.6319,0.16585365853658537,0.3975609756097561
2055,44698234437406.0,Soquel High,Santa Cruz City High,Santa Cruz,269.0,81.0,25.0,23.0,22.0,22.0,50.0,0.6173,269.0,103.0,86.0,0.835,59.0,0.5728,58.0,0.5631,0.30111524163568776,0.3828996282527881
2056,19647330109454.0,South East High,Los Angeles Unified,Los Angeles,368.0,152.0,19.0,18.0,17.0,18.0,43.0,0.2829,368.0,220.0,128.0,0.5818,45.0,0.2045,43.0,0.1955,0.41304347826086957,0.5978260869565217
2057,19645191995661.0,South El Monte High,El Monte Union High,Los Angeles,278.0,57.0,19.0,19.0,19.0,20.0,21.0,0.3684,278.0,119.0,77.0,0.6471,50.0,0.4202,44.0,0.3697,0.20503597122302158,0.42805755395683454
2058,12630401237007.0,South Fork Junior - Senior High,Southern Humboldt Joint Unified,Humboldt,50.0,9.0,22.08,21.2,21.42,21.36,4.95,0.55,50.0,13.0,9.0,0.6836,6.0,0.4786,6.0,0.4529,0.18,0.26
2059,19647331938307.0,South Gate Senior High,Los Angeles Unified,Los Angeles,528.0,224.0,18.0,17.0,17.0,18.0,51.99,0.2321,528.0,250.0,135.0,0.54,65.0,0.26,60.0,0.24,0.42424242424242425,0.4734848484848485
2060,15635291535392.0,South High,Kern High,Kern,508.0,31.0,18.0,18.0,20.0,19.0,9.0,0.2903,508.0,152.0,76.0,0.5,45.0,0.2961,37.0,0.2434,0.0610236220472441,0.2992125984251969
2061,19650601938356.0,South High,Torrance Unified,Los Angeles,550.0,139.0,25.0,25.0,26.0,25.0,116.0,0.8345,550.0,226.0,210.0,0.9292,192.0,0.8496,187.0,0.8274,0.25272727272727274,0.4109090909090909
2062,19644361938372.0,South Hills High,Covina-Valley Unified,Los Angeles,401.0,17.0,23.0,23.0,22.0,23.0,10.0,0.5882,401.0,381.0,194.0,0.5092,135.0,0.3543,113.0,0.2966,0.04239401496259352,0.9501246882793017
2063,19650291938455.0,South Pasadena Senior High,South Pasadena Unified,Los Angeles,369.0,93.0,28.0,27.0,27.0,27.0,78.0,0.8387,369.0,181.0,175.0,0.9669,160.0,0.884,159.0,0.8785,0.25203252032520324,0.4905149051490515
2064,41690704137279.0,South San Francisco High,South San Francisco Unified,San Mateo,292.0,20.0,22.0,23.0,25.0,23.0,14.0,0.7,292.0,86.0,71.0,0.8256,53.0,0.6163,51.0,0.593,0.0684931506849315,0.2945205479452055
2065,51714070109793.0,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,140.0,6.0,22.08,21.2,21.42,21.36,3.3,0.55,140.0,12.0,8.0,0.6836,6.0,0.4786,5.0,0.4529,0.04285714285714286,0.08571428571428572
2066,9619030937805.0,South Tahoe High,Lake Tahoe Unified,El Dorado,239.0,54.0,23.0,22.0,22.0,22.0,32.0,0.5926,239.0,54.0,43.0,0.7963,30.0,0.5556,28.0,0.5185,0.22594142259414227,0.22594142259414227
2067,13631151330133.0,Southwest High,Central Union High,Imperial,513.0,116.0,18.0,17.0,19.0,19.0,32.0,0.2759,513.0,183.0,126.0,0.6885,76.0,0.4153,72.0,0.3934,0.22612085769980506,0.3567251461988304
2068,37684113730124.0,Southwest Senior High,Sweetwater Union High,San Diego,482.0,73.0,18.0,17.0,18.0,19.0,21.0,0.2877,482.0,160.0,73.0,0.4563,40.0,0.25,33.0,0.2063,0.15145228215767634,0.33195020746887965
2069,39686763937406.0,Stagg Senior High,Stockton Unified,San Joaquin,368.0,18.0,19.0,18.0,19.0,19.0,5.0,0.2778,368.0,73.0,38.0,0.5205,17.0,0.2329,15.0,0.2055,0.04891304347826087,0.1983695652173913
2071,37681303731262.0,Steele Canyon High,Grossmont Union High,San Diego,511.0,125.0,24.0,23.0,23.0,24.0,94.0,0.752,511.0,219.0,188.0,0.8584,152.0,0.6941,142.0,0.6484,0.2446183953033268,0.42857142857142855
2073,19647330125989.0,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,44.0,19.0,19.0,18.0,19.0,15.0,0.3409,124.0,69.0,39.0,0.5652,17.0,0.2464,13.0,0.1884,0.3548387096774194,0.5564516129032258
2074,15635291530344.0,Stockdale High,Kern High,Kern,550.0,99.0,25.0,25.0,24.0,23.0,70.0,0.7071,550.0,242.0,201.0,0.8306,151.0,0.624,143.0,0.5909,0.18,0.44
2075,39686760120733.0,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48.0,2.0,22.08,21.2,21.42,21.36,1.1,0.55,48.0,32.0,26.0,0.8125,14.0,0.4375,14.0,0.4375,0.041666666666666664,0.6666666666666666
